id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,time_signature
0a4jcrnAjE7BcOo6B0hdRV,0.768,0.483,0.336,0.000541,0,0.128,-11.062000000000001,1,0.0255,90.361,0.56,4
3wYaOAHDPznk2vqSJZ6XCr,0.639,0.29,0.88,8.070000000000001e-05,0,0.179,-3.13,1,0.0657,160.387,0.5820000000000001,4
31yNB9p7R6CapMvmjcbj48,0.292,0.725,0.498,2.47e-05,1,0.0387,-9.606,1,0.0393,115.77,0.8270000000000001,4
04AHN5VgxJGDxElGvPAnIA,0.867,0.40700000000000003,0.265,0.0,0,0.11,-16.069000000000003,1,0.028999999999999998,98.40799999999999,0.38799999999999996,3
37FK4R67MqRvJlPYzR7Aux,0.627,0.623,0.604,0.0,0,0.0851,-9.801,1,0.0356,92.456,0.9109999999999999,4
2vwKHqCG1OPTCEBlAn1VZy,0.17300000000000001,0.379,0.345,0.000699,0,0.502,-9.189,1,0.0286,200.748,0.77,4
4V4yBcTw77eIq3WnQEjwHy,0.909,0.366,0.305,0.0,9,0.128,-15.744000000000002,1,0.031,131.41,0.494,4
3uSVoyGmhCVD9rFDFGipw0,0.731,0.5760000000000001,0.528,3.64e-05,10,0.156,-9.832,1,0.0325,104.979,0.7070000000000001,4
1Exl0azuZnipyn6eViNxmU,0.632,0.401,0.8959999999999999,0.0,9,0.809,-6.454,1,0.174,158.814,0.877,4
3s0uqbNYr36JVtLwM3l7Xc,0.517,0.5870000000000001,0.384,4.55e-06,0,0.263,-11.677,0,0.0308,126.111,0.53,4
2atsQfvgYptR0G6Z2wcn2Q,0.5820000000000001,0.65,0.24100000000000002,2.8999999999999997e-05,0,0.11199999999999999,-15.587,1,0.0277,107.057,0.262,4
0Z6gAvCz8OGaVMO5PsvM2t,0.026000000000000002,0.685,0.7879999999999999,0.0027,2,0.301,-6.143,1,0.0266,103.461,0.96,4
0JCAVrDyn532Y7xM0hSIfR,0.657,0.32,0.36700000000000005,1.11e-06,10,0.155,-14.722000000000001,1,0.0354,168.87099999999998,0.428,3
2YepXTwSAy8n7yiQ6oG2jG,0.632,0.6509999999999999,0.35600000000000004,4.66e-06,5,0.122,-10.85,1,0.034,121.62100000000001,0.507,3
3DgIaxMZ7gwc4EEIOtor6S,0.804,0.765,0.46,0.0,5,0.11199999999999999,-10.557,1,0.0367,100.803,0.631,4
4e6GZ4DeAubeRgUBhkTIaL,0.885,0.23600000000000002,0.196,0.0,1,0.11699999999999999,-16.583,1,0.0311,76.503,0.213,5
2RXx06JynRVZVOZHrY9noL,0.213,0.324,0.6729999999999999,0.0527,2,0.0979,-10.355,1,0.142,151.409,0.745,4
3QhB3lKnvjFWv6O26WwCDk,0.6859999999999999,0.672,0.48100000000000004,0.0,0,0.299,-12.853,1,0.0283,130.649,0.9279999999999999,4
5vsdM1C4BtiO9u6HWdm31I,0.19699999999999998,0.7,0.53,0.0,0,0.0562,-12.739,1,0.0282,126.67299999999999,0.96,4
0Q01jmXxG9gEZi6qSdX7Ss,0.525,0.606,0.602,0.0,6,0.32,-9.55,1,0.0357,78.139,0.9620000000000001,4
3xq3uswom48CCUCmITJJBR,0.648,0.40399999999999997,0.564,0.935,4,0.441,-9.984,0,0.0341,115.071,0.515,4
6xS9VDmREYFio4BNGFImjc,0.28800000000000003,0.61,0.494,6.51e-05,5,0.18899999999999997,-6.8389999999999995,1,0.0224,100.11399999999999,0.604,4
0gwm9BD9h8WJEaITbCV24E,0.748,0.35,0.321,0.0,10,0.0964,-8.782,1,0.03,76.464,0.516,4
6j13wUu2T40hhs4ihv17H5,0.7490000000000001,0.456,0.40700000000000003,0.000188,1,0.625,-11.425,1,0.0301,150.528,0.773,4
27NMby3j7tjrSvexwfCgio,0.355,0.557,0.436,8.27e-05,10,0.255,-10.94,1,0.0612,73.497,0.722,4
0wIWSseeDNjpXBMKvQfDD9,0.6709999999999999,0.41100000000000003,0.204,0.0,0,0.264,-9.31,1,0.0281,67.241,0.23800000000000002,4
03cg8SFe03oIp3cYnPReUo,0.00813,0.752,0.8859999999999999,0.735,4,0.16,-7.8389999999999995,0,0.0682,113.307,0.893,4
6RUYnzgvucA7qDBPEa48ac,0.11,0.622,0.474,5.400000000000001e-06,0,0.222,-11.247,1,0.0298,74.958,0.563,4
1i2LC3Qc4rqTyyKQloxb0T,0.493,0.583,0.6629999999999999,0.0,0,0.303,-7.5360000000000005,1,0.0296,97.005,0.94,4
74uq46e2pRVfFKlFXf8pXR,0.84,0.527,0.457,0.0,4,0.157,-7.7620000000000005,1,0.0314,113.811,0.387,4
2lSBQt91e4Xj57Ntms6NaM,0.0547,0.722,0.49200000000000005,4.26e-05,2,0.0429,-9.422,1,0.0352,126.896,0.925,4
7CDhGKP17gpStZo7ffxsRE,0.638,0.5660000000000001,0.556,5.08e-05,10,0.20600000000000002,-12.575999999999999,1,0.0479,133.15,0.9329999999999999,4
1szZySsk23rn4VObXxH9AE,0.706,0.604,0.345,0.0,0,0.0803,-12.92,1,0.0354,143.293,0.5920000000000001,3
71IlEv2zLQCPzrb2mtrZiZ,0.5710000000000001,0.701,0.44299999999999995,0.0,8,0.275,-12.446,1,0.0292,109.178,0.7659999999999999,4
3Wtlrgl7wlDUg2OLpG8UY0,0.623,0.711,0.53,0.0,4,0.337,-14.402000000000001,1,0.0415,111.95100000000001,0.887,4
5xEbtYreNSZsHjXOPvWzhj,0.00185,0.725,0.5479999999999999,0.0736,7,0.17600000000000002,-8.591000000000001,1,0.047,167.722,0.614,4
1A0j6qANKHgk7VZ6uvYO06,0.23199999999999998,0.512,0.6579999999999999,0.0,1,0.10800000000000001,-9.972000000000001,0,0.0607,129.861,0.752,4
0j0fLGUqWYfPniHIOzOsyM,0.723,0.615,0.534,0.0033299999999999996,2,0.315,-8.226,1,0.0265,135.092,0.784,4
29ERVrLxgVHsjAj33jfgRa,0.135,0.39899999999999997,0.7190000000000001,0.0,6,0.258,-10.668,0,0.0318,147.112,0.963,4
6c8yHwxcTt5kMRCMTmCCie,0.563,0.5489999999999999,0.557,0.0,6,0.6509999999999999,-6.872999999999999,1,0.0287,101.27799999999999,0.7909999999999999,4
2t8n9fRJQHW7yaUOOw1g17,0.308,0.581,0.767,0.0,3,0.263,-6.601,1,0.039,128.436,0.9329999999999999,1
1vVJ9HuJIgFG0vk12yGfeZ,0.727,0.579,0.601,0.0,7,0.303,-12.442,1,0.0461,144.486,0.7959999999999999,4
67xS2k4sf3Ymj0UXx9wKUO,0.0957,0.746,0.6629999999999999,2.86e-06,2,0.0954,-9.261000000000001,0,0.0312,122.10700000000001,0.78,4
29S1WXWfrG3UY4isMqAncR,0.914,0.636,0.349,0.0124,1,0.184,-9.304,1,0.0309,78.042,0.446,4
4COohE3S4dRqN7gC0Ul0ai,0.633,0.653,0.6409999999999999,0.0,0,0.0498,-7.395,1,0.114,83.889,0.8009999999999999,4
0XxMMIxE1zDlXrwWAD1Jlx,0.5589999999999999,0.67,0.561,0.887,10,0.0985,-12.190999999999999,1,0.0696,75.217,0.885,4
4xkHcWzh61ey7E6MXoCFKj,0.797,0.5,0.823,0.07,9,0.10300000000000001,-5.582000000000001,1,0.0436,123.389,0.738,4
40yJppEKT0Yud2RUsXb9tk,0.833,0.5660000000000001,0.22399999999999998,0.0,5,0.292,-15.366,1,0.0342,115.2,0.5,3
2pcrDC98twMCOUKAYJ5Hbl,0.695,0.503,0.784,0.0,7,0.08800000000000001,-8.461,0,0.141,181.14,0.6779999999999999,4
2P8ckKgAy1bvy1omfatEA4,0.369,0.61,0.737,2.4100000000000003e-05,2,0.303,-7.439,1,0.0446,127.88,0.857,4
4HUKN6pphF8ES2G4qRSADr,0.6809999999999999,0.301,0.375,0.0,1,0.14400000000000002,-9.76,1,0.0278,98.07600000000001,0.39299999999999996,4
1sNbMtfL9A934dcwu07VzK,0.7659999999999999,0.5660000000000001,0.42700000000000005,0.0,5,0.38799999999999996,-9.759,1,0.0299,94.883,0.951,4
3GO13GvPS4aai7ZN2Fnaur,0.484,0.424,0.987,2.03e-06,4,0.32299999999999995,-5.667000000000001,1,0.0906,165.695,0.904,4
3jGOquZGLM21VhgKs25e0S,0.31,0.755,0.48,0.0,0,0.33,-11.444,1,0.0355,116.462,0.821,4
18emjfeYAJGmddLuGudbzl,0.747,0.402,0.36700000000000005,0.0,0,0.384,-11.567,1,0.0317,71.893,0.395,3
6LJqSUc12jtogPr8d6CCVS,0.43799999999999994,0.7859999999999999,0.429,0.0,11,0.0747,-9.411,1,0.0423,130.85299999999998,0.84,4
1rkF1Cy7NlV8D8Uaa1AmeO,0.809,0.251,0.364,0.0,5,0.36200000000000004,-10.011000000000001,1,0.0323,79.83800000000001,0.423,4
1hGCS3Z7CrIwZMKqB7eymo,0.754,0.44799999999999995,0.6890000000000001,0.000262,2,0.295,-10.027999999999999,1,0.0366,179.389,0.868,4
3AqsKFPCvERTPo9GvNn452,0.732,0.521,0.301,0.609,1,0.0917,-15.565,1,0.0298,106.676,0.611,4
5f7NXv4fZdNGo6y5fxl4Wb,0.23600000000000002,0.28,0.897,0.0,0,0.574,-5.038,1,0.0926,175.56,0.8320000000000001,4
6RbCUeh36MuRL0mKpum9xZ,0.435,0.581,0.823,0.000781,7,0.166,-7.141,1,0.047,129.045,0.977,4
3h1UzEx744ddCQDabdOH0g,0.616,0.289,0.541,1.23e-05,3,0.209,-6.5889999999999995,0,0.034,180.919,0.607,3
59uVL70mVMC70500N90m0c,0.49,0.374,0.825,0.0,9,0.0585,-3.805,0,0.0561,145.701,0.48700000000000004,4
6PEYD3xyXK3BamQvliFSsL,0.715,0.6659999999999999,0.414,0.057,3,0.126,-13.049000000000001,1,0.0293,125.62,0.8420000000000001,4
34O3vzuHj9pOtbmZqqU6c8,0.63,0.52,0.527,0.000113,4,0.237,-13.293,1,0.0605,100.71,0.7509999999999999,4
3JR2czfHgJhHKmgVwYjxV0,0.16,0.698,0.436,0.000103,2,0.14400000000000002,-13.345,1,0.0497,132.276,0.965,4
1hpH3vc9Ggl1WCQVj1EaIU,0.22699999999999998,0.73,0.45399999999999996,0.0041600000000000005,0,0.221,-8.818999999999999,1,0.0421,113.962,0.862,4
7uqOiuLNEIt5KxlRwEUWAT,0.27699999999999997,0.5379999999999999,0.6409999999999999,0.0,5,0.39,-3.639,1,0.0442,131.037,0.495,4
58yqGzAxEfeJ1FmFcwxZIf,0.966,0.475,0.11900000000000001,0.00047999999999999996,4,0.11699999999999999,-19.637999999999998,0,0.0412,78.21300000000001,0.349,3
2I3QHUZJk0jJIj2y14ZJn9,0.59,0.585,0.873,0.00018700000000000002,0,0.44299999999999995,-4.788,1,0.15,96.948,0.8420000000000001,4
58rXs8AvTCKFVZyN8SbubE,0.5429999999999999,0.65,0.521,0.0,2,0.091,-8.325,1,0.0356,127.226,0.71,4
4f2tiMgCK9VmoMVrUrg89O,0.26899999999999996,0.738,0.48,0.00035,6,0.0933,-11.952,1,0.0303,124.762,0.6729999999999999,4
7ikIDG3Tu8ES8ctQlH2zda,0.8290000000000001,0.47100000000000003,0.506,0.0,2,0.10400000000000001,-7.702000000000001,1,0.0363,126.781,0.799,4
3nGu5XKFai29qj7aaA2cSJ,0.563,0.631,0.6759999999999999,8.96e-05,5,0.11800000000000001,-8.774,1,0.0463,106.324,0.9309999999999999,4
01TJ5EMTeTDb4zNKa5RckK,0.292,0.45899999999999996,0.38799999999999996,0.0,9,0.10800000000000001,-9.464,1,0.0316,89.699,0.515,4
5xSyFSDAI8GuYETL6Fibbb,0.889,0.35,0.27399999999999997,1.1e-06,8,0.146,-8.443999999999999,1,0.0315,65.555,0.239,4
18IxNeNOXotch1JMsNlRqG,0.40700000000000003,0.727,0.604,0.574,8,0.0441,-10.787,1,0.0497,162.287,0.956,4
01vU3aIv30DTDyboxD8s1i,0.888,0.231,0.281,0.000925,9,0.0717,-14.295,1,0.0307,100.963,0.34600000000000003,3
7H6FWCJdrzGXPtbMEaLYGa,0.804,0.59,0.47100000000000003,1e-06,8,0.177,-8.766,1,0.033,157.78,0.8759999999999999,4
7vrAP5WFizjoEFYMEGqchr,0.605,0.43,0.475,0.000849,2,0.14800000000000002,-12.097999999999999,1,0.0343,116.756,0.6679999999999999,4
44dpNo4duTYA9VyPrveXfl,0.6,0.777,0.703,0.0,2,0.0502,-12.989,0,0.0333,135.142,0.976,4
3LrP4dzkwOHBOD4OoO0BYY,0.20600000000000002,0.7390000000000001,0.431,5.12e-05,1,0.0521,-14.628,1,0.0371,115.445,0.9590000000000001,4
17PguC8GiqnpNDJwq6pSKp,0.8809999999999999,0.426,0.17300000000000001,0.0,9,0.0995,-14.225,0,0.03,109.616,0.336,3
60IpJoYFYN24H8fY6hSVHN,0.873,0.324,0.179,8.63e-05,11,0.24100000000000002,-15.806,1,0.0329,119.646,0.20800000000000002,4
2rqcVncA3xhuxH2tvrHWCh,0.836,0.381,0.527,4.17e-06,8,0.311,-11.047,1,0.0435,148.19799999999998,0.765,4
72z3sfY14VOiwrhUc4BQgN,0.917,0.257,0.127,0.0693,10,0.10800000000000001,-18.57,1,0.0322,76.979,0.151,4
4JDW5Z8u7v2qFTApOGP4lm,0.7440000000000001,0.746,0.652,0.0,0,0.305,-10.953,1,0.06,127.48899999999999,0.971,4
7pMGd8mk3kxnlvHwrMNWPM,0.18100000000000002,0.716,0.7490000000000001,0.0,0,0.177,-10.353,1,0.0282,114.117,0.94,4
7lLCSawvmXWEtFk58cfUd4,0.825,0.659,0.49,3.18e-05,7,0.374,-10.162,1,0.0444,125.654,0.8859999999999999,4
0cp4meeLcHubVHMnl1NJRm,0.595,0.522,0.34,0.0,3,0.102,-9.429,1,0.0298,114.321,0.425,3
14Z9qaMDQqlwWyhEzKwhDZ,0.7440000000000001,0.502,0.322,0.0,10,0.136,-10.245,1,0.0287,114.861,0.563,4
0VZ9Hx80VWLgsMHy18poxL,0.0559,0.825,0.451,0.000746,9,0.0201,-9.126,0,0.0509,122.77,0.784,4
2Wu3V3iY3pErFAsgw1u5Cd,0.753,0.42,0.586,0.0,8,0.253,-6.9270000000000005,1,0.065,69.99600000000001,0.9309999999999999,4
5tmAvE09ermsesCnefm1zK,0.825,0.452,0.36200000000000004,0.0,9,0.183,-8.205,1,0.0277,102.56,0.39899999999999997,3
55r3spAVFnwNF1JfJqzXsh,0.805,0.44799999999999995,0.41,0.0,5,0.204,-9.455,1,0.0323,125.31700000000001,0.616,4
31TNoPT95P1gVEGwZTnOPA,0.856,0.818,0.268,0.00011399999999999999,8,0.11599999999999999,-13.277000000000001,1,0.0484,102.583,0.36,4
0JVYfputoqLRJw18NMWkEf,0.581,0.809,0.218,0.344,0,0.107,-14.79,0,0.085,94.837,0.57,4
6aXoDAZAFTsWnIg6Cqx61B,0.8540000000000001,0.611,0.275,0.000842,7,0.22,-9.31,1,0.0283,100.867,0.39299999999999996,3
3f9c9l4B2yPlWFqQ98KvJV,0.8490000000000001,0.701,0.187,0.6579999999999999,3,0.24100000000000002,-13.06,1,0.0286,107.85799999999999,0.47600000000000003,4
7eY6xD2AMNbWVvi5vhVATs,0.7040000000000001,0.552,0.225,0.00418,7,0.257,-16.427,1,0.0333,122.219,0.49200000000000005,4
46RtM10LZCX6Y6eQkG4qyy,0.9620000000000001,0.235,0.31,0.000195,2,0.361,-8.949,1,0.0304,94.821,0.16699999999999998,4
0MJJuxexb8Se0ih8a7SF5j,0.79,0.698,0.40299999999999997,0.0,9,0.11599999999999999,-10.519,1,0.0381,110.81,0.805,4
4NN3TFbwguBZAbQ1N2Kk2z,0.8190000000000001,0.33799999999999997,0.474,0.0,9,0.10300000000000001,-11.337,1,0.0693,163.464,0.688,4
7qvjpKauRrVvZ49Yh6FleG,0.20600000000000002,0.882,0.415,0.0,6,0.0747,-9.085,0,0.0584,97.065,0.84,4
2x7Rwhab0zUILri1nsZUSw,0.354,0.774,0.435,0.00256,7,0.156,-14.014000000000001,1,0.128,123.822,0.722,4
4epoSl8BTGb5yfvkqdhyhv,0.732,0.518,0.305,0.598,10,0.10800000000000001,-14.456,1,0.0396,106.764,0.254,3
7JO0jDBKdB5c1zgUhPMogF,0.764,0.385,0.473,4.5799999999999995e-05,9,0.284,-7.723,1,0.0299,128.592,0.541,4
57VymZVPwYaCQlWPfgyCgG,0.41,0.462,0.879,1.12e-05,3,0.0843,-6.337999999999999,1,0.10400000000000001,166.99400000000003,0.9670000000000001,4
00TRmggk8EIGVfkWZ9TLwC,0.121,0.63,0.509,0.0,2,0.15,-8.658999999999999,1,0.0342,120.75299999999999,0.701,4
1cEdvmuJOV4zodenIxaSu7,0.154,0.742,0.802,0.00114,8,0.0591,-9.191,1,0.0385,87.54,0.97,4
289eZjBYrqbS5eFATs6EEz,0.8370000000000001,0.73,0.82,0.00106,6,0.174,-4.188,1,0.0479,118.587,0.9179999999999999,4
2yShRZBSQ7Pa7GPrdQBjhy,0.478,0.807,0.18899999999999997,0.0,8,0.0722,-15.549000000000001,1,0.124,122.90799999999999,0.8490000000000001,4
0b5ofESfh83W7AbKSuKMsf,0.499,0.41,0.39899999999999997,0.0,3,0.141,-11.192,1,0.0265,79.161,0.589,4
1sJGtV7PxmmmtI2or35Cb9,0.631,0.397,0.272,0.00173,1,0.11800000000000001,-13.559000000000001,1,0.044000000000000004,181.34400000000002,0.313,3
26c6R35S9G5ZHcxoj7sNxg,0.00728,0.467,0.935,0.007109999999999999,2,0.318,-5.612,1,0.0464,99.67299999999999,0.9179999999999999,4
17yV8IxiZywRSpnnJJzRHY,0.385,0.778,0.389,0.000546,0,0.0633,-17.445,1,0.0733,77.211,0.9620000000000001,4
4EKhJzaAkrlpamL0SDrSw7,0.784,0.45299999999999996,0.20600000000000002,0.0,4,0.069,-10.18,1,0.0277,81.715,0.28300000000000003,4
7icUts9tjPjhY70XZ7j8Wc,0.48700000000000004,0.7390000000000001,0.512,0.0,2,0.366,-7.506,1,0.0301,113.212,0.924,4
69UceWaIztu78Nd0AblJbU,0.7709999999999999,0.17,0.38,0.0,10,0.42700000000000005,-8.052,1,0.0325,84.274,0.271,4
1FnJI5Gq4ptswfZUWsSsbW,0.721,0.515,0.858,0.0,0,0.0859,-9.517000000000001,1,0.21,164.857,0.733,4
0chiCGFGK0R9cjqn4DPN9Y,0.541,0.589,0.626,0.0,11,0.218,-8.757,1,0.0262,86.529,0.8009999999999999,4
7B8KodWdwJZHKSOjlUruOJ,0.265,0.7509999999999999,0.736,0.00011899999999999999,7,0.115,-9.967,1,0.0284,124.292,0.9670000000000001,4
3L6ARM97x3Pi1GFjsS0qDb,0.48200000000000004,0.625,0.672,0.0,3,0.185,-3.375,1,0.032,125.771,0.851,4
0MpZSu8U7wZHKG2HNXoT45,0.895,0.436,0.311,0.0111,5,0.21,-16.424,1,0.0294,94.711,0.56,3
2aVAVSjNopjHjlqtfQaMkp,0.6940000000000001,0.552,0.34,0.0,0,0.16899999999999998,-11.585,1,0.036000000000000004,108.87700000000001,0.669,4
3GA3PeOsy9cXqj4tRbPRS0,0.838,0.359,0.34,4.14e-05,8,0.0788,-9.791,1,0.0293,92.51100000000001,0.359,4
2ZnI9ZbMM21hLIox2Qhf0J,0.7709999999999999,0.19,0.54,0.0014199999999999998,1,0.688,-7.468999999999999,1,0.0449,54.93600000000001,0.19899999999999998,5
3XmMQakIizaVQSB9XidYzI,0.0111,0.5579999999999999,0.841,0.672,1,0.157,-12.317,1,0.033,121.699,0.758,4
4ckhHhYvWxKVExWOaJDSJP,0.29100000000000004,0.539,0.624,1.16e-06,9,0.221,-11.827,1,0.0395,124.307,0.9059999999999999,4
4TyHxM815NB0QcRVWTjcs1,0.856,0.584,0.39299999999999996,3.01e-05,4,0.319,-13.073,1,0.0602,167.365,0.96,4
4IR1SOdIsBgEmnsViNzXX9,0.73,0.461,0.585,0.0,9,0.25,-10.067,0,0.0536,155.665,0.862,4
1YINWOCMieGVnvp5h0PcVx,0.8059999999999999,0.603,0.325,0.0,6,0.0971,-13.339,1,0.0289,138.164,0.6779999999999999,3
78n8KCEk5NH8m5djdyB6bF,0.455,0.535,0.8140000000000001,0.0,0,0.14400000000000002,-7.6739999999999995,1,0.0385,140.365,0.8079999999999999,4
5SL7nl29rjZT2mD6PPWW9o,0.501,0.83,0.6829999999999999,0.00898,9,0.0375,-7.5329999999999995,1,0.0475,124.535,0.9640000000000001,4
59KLbEPx6oU0fdwtTVaQAw,0.8959999999999999,0.387,0.579,0.0131,6,0.153,-11.162,1,0.0397,119.788,0.922,4
0wPrMPENOF9JNltXJ3PuiF,0.529,0.556,0.27699999999999997,0.00866,10,0.11800000000000001,-21.436999999999998,0,0.0587,87.94,0.7929999999999999,4
1N58xQLv5FZ6LgEfcxVByP,0.8079999999999999,0.74,0.5710000000000001,0.0,10,0.11199999999999999,-9.961,1,0.0361,138.06,0.9620000000000001,4
0u3Y6tuSy0LpUSX8h9D4JP,0.833,0.389,0.263,0.0,5,0.34299999999999997,-12.216,1,0.0281,99.477,0.396,3
2EcYDhqUwsqLsbGMPqdNF8,0.732,0.611,0.848,0.000218,9,0.301,-4.2860000000000005,1,0.0431,103.781,0.955,4
2kLjvtNix91hVvkH9jDHHf,0.6659999999999999,0.542,0.706,0.0139,7,0.0863,-6.37,1,0.0704,172.667,0.9159999999999999,4
7dPxgjYxwZy84qO1zwFslO,0.81,0.249,0.134,1.57e-06,0,0.242,-13.692,0,0.043,74.04,0.23399999999999999,3
0HETk32VsqmUw3qQcTjFdx,0.0398,0.61,0.787,2.3800000000000003e-05,0,0.066,-3.1430000000000002,1,0.0614,110.90700000000001,0.5760000000000001,4
6Qbjcq0UvszzDmZE6aVXyu,0.299,0.314,0.848,0.0,11,0.894,-4.048,1,0.0369,133.192,0.53,3
3R0jvJplYOzgltHOB1TqPJ,0.11699999999999999,0.622,0.537,0.41200000000000003,2,0.13,-12.048,1,0.0292,131.05700000000002,0.966,4
2lxU7MmhsAPTaZrk2lebcs,0.46299999999999997,0.551,0.40299999999999997,1.4099999999999999e-05,7,0.354,-11.537,1,0.0328,128.888,0.583,3
1WDQPF305oqivWsV4aF92w,0.765,0.725,0.525,0.0,7,0.0744,-11.777999999999999,1,0.0356,108.427,0.877,4
1jtM1pwZeRsKbhCoSA8CQZ,0.9540000000000001,0.303,0.287,1.87e-06,11,0.11800000000000001,-9.234,1,0.0347,79.445,0.16399999999999998,4
2SMKd2T7c7PB2IauC324D4,0.922,0.244,0.35600000000000004,0.0339,0,0.0767,-13.262,1,0.035,83.02600000000001,0.294,4
6GfuhVVP5riORvFuufOeA9,0.5329999999999999,0.602,0.29100000000000004,0.0,10,0.27399999999999997,-15.392000000000001,1,0.0324,105.375,0.583,4
0p1qngobXIFP2rxl4HggCR,0.848,0.325,0.257,3.23e-06,5,0.0931,-8.794,1,0.0311,68.016,0.298,4
1YQbXMi6ne8GnXD2de0d5y,0.748,0.7759999999999999,0.8640000000000001,0.0,6,0.195,-8.631,0,0.0558,123.97200000000001,0.963,4
1PgIUXgwz6qLN9a3MAJ0pY,0.22399999999999998,0.611,0.513,0.0,1,0.43700000000000006,-18.125,1,0.175,80.122,0.802,4
5XOKpohpxwCG6xMvTTvDxe,0.8320000000000001,0.748,0.51,0.000202,10,0.11699999999999999,-13.235,1,0.0328,122.62200000000001,0.894,4
6xcu1Oc8ySUqmXwF1DUJGJ,0.8320000000000001,0.414,0.353,0.0,7,0.0992,-10.63,1,0.0388,169.99,0.711,4
15tZ8xkOVI6PrPetUSHqrx,0.545,0.598,0.785,0.0,9,0.303,-4.112,0,0.115,86.051,0.65,4
37s7trvz1bMMTvaEsd6dhJ,0.722,0.505,0.586,1.76e-05,9,0.13,-14.452,0,0.0453,120.236,0.929,4
7kMfhQbqicEJSk0UlKCScj,0.376,0.605,0.273,0.0,8,0.363,-18.59,1,0.036000000000000004,125.353,0.5589999999999999,4
19oKS0WDBzKpG4J4PndWDM,0.74,0.45799999999999996,0.7120000000000001,0.0,7,0.193,-4.513,1,0.0304,159.406,0.85,4
2QdC8EwDpM1jDPHZDl5JQh,0.774,0.491,0.249,0.0,3,0.091,-14.023,1,0.0313,128.678,0.54,4
57rCNFS9Cfdg09dNHSAuwM,0.32,0.769,0.7120000000000001,0.0,7,0.0763,-6.1739999999999995,1,0.0356,113.022,0.9670000000000001,4
5u2LEgoJU42OiChNLyKcwt,0.42700000000000005,0.618,0.7,0.0,11,0.737,-6.428,0,0.0302,116.795,0.8340000000000001,4
4DguvBK6e3jrDAqHJPpnvI,0.593,0.5379999999999999,0.606,0.0,3,0.331,-3.115,1,0.0336,127.031,0.8059999999999999,4
6Y0X4HUWIhSaSna7kZSFCi,0.467,0.6709999999999999,0.7290000000000001,4.81e-06,0,0.127,-7.806,1,0.0389,134.83100000000002,0.855,4
7fBJUr0gptVUnAu6cv0N6m,0.6859999999999999,0.358,0.373,0.0,3,0.358,-9.145,1,0.0347,181.88,0.642,3
0ZQpioIwz761Mo6kSlzV91,0.828,0.475,0.466,0.0,8,0.242,-12.190999999999999,0,0.0552,112.34899999999999,0.542,4
2qey2ed7d87jD4UqQQgIdW,0.589,0.16,0.355,0.0,7,0.7859999999999999,-7.992000000000001,1,0.0309,199.81400000000002,0.16399999999999998,3
40MY7r8361FWhI2s76j8v5,0.794,0.609,0.583,0.0,3,0.0895,-10.970999999999998,1,0.055,146.224,0.8440000000000001,4
4fe4tmYDDbdu5kYtBwN0ji,0.397,0.618,0.873,0.9620000000000001,5,0.122,-5.465,1,0.0333,154.907,0.963,4
4U0lKffAb370lcbCVqtmQL,0.5920000000000001,0.515,0.33399999999999996,0.0,9,0.12,-7.957000000000001,1,0.0258,103.92200000000001,0.381,4
5me5CVAx53EqyAHjVBonWW,0.547,0.8390000000000001,0.61,0.0,8,0.0667,-6.4239999999999995,1,0.0393,131.747,0.971,4
6VCk65usG7Updyu0YUGBCa,0.802,0.633,0.364,0.0,0,0.753,-12.319,1,0.033,141.543,0.867,4
34cQg8lc0RDGSnDKSRE7St,0.507,0.615,0.727,0.0,1,0.38,-7.081,1,0.0544,108.72399999999999,0.93,4
5nysYsHdAfN0EAuAt392dJ,0.5870000000000001,0.5429999999999999,0.563,2.6e-06,7,0.297,-9.201,0,0.0296,111.13799999999999,0.8390000000000001,4
2OTh1EratqH2MIKGDHkTeH,0.516,0.5660000000000001,0.813,0.0,0,0.131,-7.706,0,0.0957,82.055,0.841,4
0rxnBkwV25ynKQ9ZbIhntE,0.764,0.5379999999999999,0.17,0.0,9,0.35600000000000004,-19.22,1,0.0423,92.47399999999999,0.43700000000000006,4
4eN5w9KeNWQGtvpnzJoxX1,0.9329999999999999,0.606,0.198,0.00249,7,0.294,-17.363,1,0.0403,116.361,0.466,4
6fmIp8UQ8I5GbmySFRZNk3,0.703,0.5870000000000001,0.496,0.000808,0,0.325,-12.915,0,0.0346,128.494,0.8690000000000001,4
66lfuAZAnNksRxhSx56sIQ,0.672,0.491,0.409,0.0,4,0.23399999999999999,-9.842,1,0.0266,103.094,0.7120000000000001,3
2kfg06FVwWBUY6BrjMavh8,0.9740000000000001,0.221,0.23800000000000002,2.54e-05,10,0.33299999999999996,-8.749,1,0.0296,86.2,0.151,3
2gBTIngWXpeZqMHBIfm0T6,0.9229999999999999,0.29100000000000004,0.18,7.52e-05,0,0.188,-17.665,1,0.036000000000000004,105.126,0.149,3
4mcMYG0a9Pr9hZOP4HQrhW,0.718,0.35,0.305,0.0,5,0.161,-8.273,1,0.0255,91.126,0.41100000000000003,4
6j9EYR2NUXq00f8WlsouUN,0.185,0.534,0.633,0.0,8,0.183,-9.212,0,0.0334,113.539,0.8140000000000001,4
3oQaxyTqazPGYwtmVHJlXN,0.7959999999999999,0.634,0.47700000000000004,0.0,0,0.21899999999999997,-10.714,1,0.0436,103.88,0.898,4
