track_id,duration_ms,explicit,name,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3IHittJxGzmDP2B3EkQWQZ,109226,False,Rave On,14,0.431,0.547,0.573,0.0,7,0.402,-11.721,1,0.035,159.661,4,0.954
4rUFDPZ0C3UvvJNDMTgctA,167800,False,Raining In My Heart,15,0.539,0.643,0.167,0.0,7,0.176,-15.071,1,0.0334,105.59,4,0.531
3rsHKmsgQnuLusHBO4XW7b,181533,False,True Love Ways,16,0.758,0.338,0.0811,0.00409,10,0.087,-21.25,1,0.0372,83.112,4,0.33
3MXeHkLdtfWkzLl0wlO5oH,124466,False,Peggy Sue Got Married,17,0.552,0.578,0.455,3.22e-06,8,0.0799,-12.433,1,0.0369,141.677,4,0.967
6vtHVTWAWGtlgOwIvca8Y2,139733,False,Bo Diddley,18,0.031,0.608,0.572,0.0,2,0.342,-12.15,1,0.0767,104.797,4,0.843
7JCJxl7qjocpX7gwbBs5rE,124160,False,Brown Eyed Handsome Man,19,0.0805,0.555,0.948,0.0,9,0.0773,-10.694,1,0.0755,95.556,4,0.901
7l4qV8tR2FxFg5d1KkmC2U,121826,False,Wishing,20,0.134,0.539,0.607,0.0,4,0.173,-11.758,1,0.0297,122.098,4,0.907
4Yenz5JZZOUiZSeyKY8bDz,302760,False,Sign 'O' The Times,1,0.00843,0.701,0.515,0.025,10,0.0772,-6.551,1,0.0988,197.768,4,0.549
7D77LwNefSS7QJoy68sKEx,305226,False,Play In The Sunshine,2,0.162,0.678,0.844,2.85e-05,2,0.655,-14.117,1,0.0444,98.67,4,0.616
5xP9clzYBKZ6F3u2VZUaBJ,282106,False,Housequake,3,0.242,0.887,0.685,0.0163,1,0.0962,-15.42,1,0.0736,115.702,4,0.714
13UqaNF8STsJSGKxd12rmy,235453,False,The Ballad Of Dorothy Parker,4,0.287,0.89,0.577,0.00291,2,0.111,-12.561,1,0.0709,102.855,4,0.867
40vxHcg3mSFalsyP2qMVCj,309826,False,It,5,0.226,0.815,0.699,0.00142,9,0.0673,-14.846,0,0.0461,119.974,4,0.766
0cr1UXsH8XdUfrpvxHCane,170506,False,Starfish And Coffee,6,0.501,0.57,0.477,0.0,6,0.123,-15.043,0,0.0553,204.462,4,0.799
5NxzQznfKs9fJdoP8CbgAR,262333,False,Slow Love,7,0.489,0.373,0.236,3.32e-05,5,0.122,-16.14,1,0.0412,63.279,4,0.508
6HpPsCidc2enTdicqEmu7t,340706,False,Hot Thing,8,0.00995,0.769,0.763,0.0109,6,0.0381,-7.208,1,0.0877,108.531,4,0.673
5MULwvoltCATOJ9bZYfxxB,210506,False,Forever In My Life,9,0.116,0.942,0.239,0.0,7,0.0442,-21.163,1,0.0597,104.251,4,0.908
2X6okzhnNPSzh9yxDMHHe3,227706,False,U Got The Look,10,0.172,0.832,0.453,2.27e-05,9,0.0549,-15.012,1,0.0618,122.363,4,0.783
6yK7QgE4H7dIzHa9EV4FKL,301733,False,If I Was Your Girlfriend,11,0.46,0.87,0.366,0.0139,1,0.071,-18.998,1,0.0977,96.74,4,0.819
2WwnFbWZ1DrTetqEqI1HUQ,241133,False,Strange Relationship,12,0.181,0.809,0.484,1.5e-06,7,0.0285,-16.114,0,0.0388,95.603,4,0.927
7Bsfh7tZyAf6L5iQti86Rq,389226,False,I Could Never Take The Place Of Your Man,13,0.0741,0.619,0.602,0.0268,0,0.339,-14.872,1,0.0276,147.663,4,0.863
60vEugO8qAECUVj1KpiQaP,285693,False,The Cross,14,0.526,0.443,0.636,0.000757,4,0.641,-6.724,1,0.059,99.424,4,0.248
6iDNXild6D8N1iwNACGRFI,541733,False,It's Gonna Be A Beautiful Night - Live,15,0.209,0.728,0.678,0.0945,7,0.986,-13.357,1,0.053,113.744,4,0.574
1nXIZY6vOyQgXNtBnou1Ph,391400,True,Adore,16,0.562,0.715,0.576,0.000103,7,0.401,-7.06,1,0.0696,129.156,4,0.795
3lGqElQWmGnC7y8PBthIec,163333,False,Move It On Over - Single Version,1,0.958,0.731,0.332,0.000107,4,0.0921,-12.247,1,0.0445,83.406,4,0.926
5kyU8NYiIEjIMlFsnVVYrt,154333,False,A Mansion On The Hill - Single Version,2,0.891,0.509,0.244,0.0,9,0.168,-14.154,1,0.0268,153.626,4,0.75
3ZsgYZLTVWVpcPOkXTwNjg,163826,False,Lovesick Blues - Single Version,3,0.949,0.774,0.206,2.67e-06,0,0.183,-13.329,1,0.0554,126.175,4,0.695
0QrEBK453oPj26x8SPjP5e,174333,False,Wedding Bells - Single Version,4,0.965,0.481,0.134,0.0,4,0.134,-15.935,1,0.0314,142.555,4,0.571
5ifdAb7t7aaHcY2A4EkWt9,174666,False,Mind Your Own Business - Single Version,5,0.91,0.756,0.324,0.0,4,0.113,-14.27,1,0.0351,140.638,4,0.846
1zlUCffOVTMclQ8tVFFGm5,176666,False,You're Gonna Change (Or I'm Gonna Leave) - Single Version,6,0.904,0.644,0.279,0.0,7,0.137,-14.396,1,0.0426,129.966,4,0.516
5DA99GchyVHGmn4yX3zrfY,162000,False,Lost Highway - Single Version,7,0.949,0.608,0.172,9.68e-05,2,0.107,-16.473,1,0.0309,132.836,4,0.505
6vmWPfklE3sZr9dSpzWxS3,152333,False,My Bucket's Got A Hole In It - Single Version,8,0.845,0.661,0.259,4.98e-05,4,0.109,-15.207,1,0.0318,145.768,4,0.91
4kidePKQqM0yGrkrGgcd5Q,166000,False,I'm So Lonesome I Could Cry - Single Version,9,0.899,0.645,0.125,0.000391,4,0.137,-15.794,1,0.0299,111.178,3,0.518
17BxJNbYaQDBrDja3Q2zFz,168000,False,I Just Don't Like This Kind Of Living - Single Version,10,0.824,0.669,0.202,0.0,4,0.283,-15.12,1,0.0324,146.838,3,0.841
3xgW7Tee0NW3kB7BV69UnM,157000,False,Long Gone Lonesome Blues - Single Version,11,0.907,0.707,0.255,0.0,4,0.11,-14.234,1,0.0372,122.62,4,0.712
5Vd9MLKRmrBRrVDjCGvQq5,153173,False,My Son Calls Another Man Daddy - MGM Single Version,12,0.815,0.649,0.151,0.0,0,0.108,-16.01,1,0.0309,135.146,4,0.624
4wmhwbtvtJHrWl0DRw23R8,143666,False,Why Don't You Love Me - Single Version,13,0.698,0.779,0.245,0.0,7,0.127,-14.661,1,0.0711,140.409,4,0.946
2IopSuZSPr7TUXhMi5DzTJ,157160,False,Why Should We Try Anymore - Single Version,14,0.865,0.665,0.191,0.0,4,0.221,-16.056,1,0.0312,126.416,4,0.618
7hnpiPv330knh5rz8yl8ko,164493,False,They'll Never Take Her Love From Me - Single Version,15,0.86,0.659,0.066,0.0,7,0.104,-17.417,1,0.0362,125.001,4,0.647
3reomQD9PMB0jaxAFd7DgI,143333,False,Moanin' The Blues - Single Version,16,0.865,0.681,0.188,0.0,2,0.26,-15.47,1,0.0372,152.13,4,0.828
5KDZ9FxE1Q3K8nmRONtQ0z,150066,False,Nobody's Lonesome For Me - Single Version,17,0.812,0.723,0.236,0.0,2,0.0644,-14.153,1,0.0536,137.9,4,0.954
6oKirONI7neb9JpgNrKYIl,163333,False,"Cold, Cold Heart - Single Version",18,0.936,0.576,0.0741,0.0,2,0.204,-17.343,1,0.042,113.303,4,0.441
68P8pD8gyyKDsgfcc8wvaU,154160,False,Dear John - Single Version,19,0.814,0.726,0.267,0.0,5,0.149,-14.968,1,0.0483,169.695,4,0.736
1Jwpr9yh7crTjZGOSBH4OU,163000,False,Howlin' At The Moon - Single Version,20,0.873,0.792,0.252,0.0,2,0.105,-13.797,1,0.0454,95.66,4,0.926
348XoeNvY98rUhjTy2biOc,143333,False,I Can't Help It (If I'm Still In Love With You) - Single Version,1,0.847,0.682,0.151,0.0,4,0.346,-13.922,1,0.038,116.119,4,0.601
4AeTiKSPrP3ay2hwuBu8HX,174160,False,"Hey, Good Lookin' - Single Version",2,0.884,0.783,0.263,0.0,7,0.144,-12.552,1,0.0401,141.057,4,0.849
2W1jBMYBwqnu15F4qQRbSJ,147160,False,Crazy Heart - Single Version,3,0.908,0.632,0.159,1.55e-06,4,0.154,-13.071,1,0.031,119.872,4,0.638
6Qp2Aw1GQWXYCI4v51hVBL,146240,False,(I Heard That) Lonesome Whistle - Single Version,4,0.913,0.599,0.107,1.89e-06,2,0.111,-17.184,1,0.0344,91.851,3,0.465
27zCTGaTLGeq8g7fRjETn6,152173,False,Baby We're Really In Love - Single Version,5,0.942,0.783,0.19,0.0,0,0.34,-14.461,1,0.0422,137.442,4,0.874
6piP6rpZM1wfDbiu6ISIMB,181666,False,Ramblin' Man - Single Version,6,0.903,0.576,0.125,0.0,4,0.0971,-15.652,0,0.0334,104.515,4,0.447
0zqPgG39ShQfffWACFlrMf,131506,False,Honky Tonk Blues - 1952 Single Version,7,0.809,0.781,0.235,2e-06,9,0.0685,-12.259,1,0.0463,127.806,4,0.755
3BdRJE71ZzbfnxoMIUgLJa,162333,False,I'm Sorry For You My Friend - Single Version,8,0.926,0.617,0.148,1.51e-06,4,0.116,-14.403,1,0.0317,114.677,4,0.428
0Oex7wHwZXYQKfMyV4FZtD,162666,False,Half As Much - Single Version,9,0.979,0.685,0.195,2.53e-05,2,0.138,-15.521,1,0.0329,127.796,4,0.394
23HylCbANgdXN6EWkydA6u,172666,False,Jambalaya (On The Bayou) - Single Version,10,0.893,0.517,0.192,3.01e-06,7,0.114,-15.322,1,0.0332,162.946,4,0.894
2C7JA5VtwPN58tTA4fU4ah,152493,False,Window Shopping - Single Version,11,0.846,0.726,0.154,4.45e-05,0,0.143,-15.244,1,0.034,135.985,4,0.894
2yrIW9McK27EKnerxlZpVx,156160,False,Settin' The Woods On Fire - Single Version,12,0.905,0.757,0.176,2.35e-06,0,0.137,-14.77,1,0.0521,161.477,4,0.962
2eDAezuHGjpGT7K68ZCMbp,155826,False,You Win Again - Single Version,13,0.868,0.658,0.167,0.0,4,0.0844,-16.207,1,0.034,114.234,4,0.541
0g6g7K2TvIap4T8nGsYBaN,145826,False,I'll Never Get Out Of This World Alive - Single Version,14,0.918,0.84,0.158,0.0,7,0.0662,-14.769,1,0.086,116.44,4,0.781
51DFx4P1zGVkZJm9kOmkYy,153560,False,Kaw-Liga - Single Version,15,0.836,0.636,0.215,0.0,11,0.163,-14.349,0,0.0388,111.374,4,0.672
0w4duPAMQIPQXQ8SSUsQdU,162573,False,Your Cheatin' Heart - Single Version,16,0.946,0.671,0.145,2.1e-06,0,0.166,-17.089,1,0.0317,128.087,4,0.62
6v2WQJibbu6fPq4i6ShuxL,157826,False,Take These Chains From My Heart - Single Version,17,0.844,0.708,0.117,0.0,2,0.0872,-16.47,1,0.0347,130.33,4,0.691
7FsyjyjiPBhmqUJIXXjGcT,164506,False,I Won't Be Home No More - Single Version,18,0.816,0.762,0.254,0.0,4,0.0801,-14.189,1,0.0487,155.26,4,0.963
0l19OdhGPDObAcQrvYfrXf,154066,False,Weary Blues From Waitin' - Single Version (Dubbed),19,0.859,0.575,0.123,0.0,4,0.1,-16.099,1,0.0271,101.384,3,0.542
6CLWT1OkRGLtIZVO1b38FK,165666,False,I Saw The Light - Single Version,20,0.817,0.604,0.191,0.0,7,0.248,-15.453,1,0.0275,101.639,4,0.481
3CctogqiXpI4BTBnDOq03Y,1204853,False,Pharaoh's Dance,1,0.487,0.437,0.516,0.426,0,0.176,-10.29,1,0.0402,85.058,4,0.324
4IqzVeWfWLPQ2deCYYWeXL,1618693,False,Bitches Brew,2,0.534,0.4,0.512,0.276,10,0.104,-9.094,0,0.0348,99.18,4,0.17
4XNfSHQNkkoNsGoc7BYiRR,1052706,False,Spanish Key,3,0.106,0.45,0.769,0.272,2,0.173,-8.472,0,0.0425,111.223,4,0.41
6zAOooX8f7a6dsg2lEkmIU,263040,False,John McLaughlin,4,0.418,0.338,0.674,0.0157,7,0.131,-9.662,0,0.0331,113.413,4,0.418
6QjReBcA4E9BpPOha4Ek6V,841746,False,Miles Runs the Voodoo Down,1,0.249,0.534,0.524,0.418,10,0.096,-9.931,1,0.0332,118.84,4,0.582
2lF8NgbJLdo8YZzWXSrLfO,657186,False,Sanctuary,2,0.52,0.252,0.3,0.507,7,0.346,-9.189,0,0.035,135.515,3,0.0941
13qDgHLj5fxZr5vNiFLRZV,620826,False,Spanish Key - alternate take,3,0.489,0.481,0.785,0.411,2,0.121,-7.175,0,0.0542,106.711,4,0.395
5V4zcnPRByEMAvSX06LP1V,399173,False,John McLaughlin - alternate take,4,0.593,0.262,0.669,0.0877,5,0.0737,-10.713,0,0.048,80.759,4,0.256
0Nqd9f20zZ2J2k5Xc7B8zK,169786,False,Miles Runs the Voodoo Down - 45-rpm single edit,5,0.411,0.663,0.397,0.738,0,0.146,-8.541,0,0.0347,117.969,4,0.539
1PugwJkIn0QIsISdCy6yV3,169626,False,Spanish Key,6,0.394,0.517,0.736,0.00613,2,0.0748,-8.334,0,0.0514,113.8,4,0.396
72pS6h49GqcZqryYDNXyoV,161506,False,Great Expectations,7,0.102,0.335,0.648,0.592,2,0.381,-10.773,1,0.0595,144.879,1,0.198
25l8SBHyGkoSWviL0chvGW,156293,False,Little Blue Frog,8,0.313,0.498,0.444,0.00331,7,0.117,-12.831,1,0.0566,104.081,4,0.336
2gdK3abslf6RCd3OR3NYay,320031,False,Overture,1,0.0557,0.483,0.617,0.691,0,0.143,-10.488,1,0.0349,118.105,4,0.185
4XavHbUmkHXaUJJpw0cg8D,38556,False,It's A Boy,2,0.362,0.519,0.42,0.0,2,0.307,-11.286,1,0.0326,115.474,4,0.145
6rlpKXv2Ra5pKRXmIlLkKx,169041,False,1921,3,0.167,0.6,0.421,0.0,0,0.102,-9.676,0,0.0335,78.469,4,0.183
3O9hpvHRxpnwCxl9CtKUEI,304208,False,Amazing Journey,4,0.0197,0.437,0.649,0.00258,9,0.124,-10.262,1,0.0562,131.231,4,0.362
2fZtwQHfvbuNycHaENyy9g,125087,False,Sparks,5,0.461,0.513,0.455,0.905,11,0.121,-13.004,1,0.0427,140.41,4,0.0366
7I31ohwlNFMUruUif2BpQp,135121,False,Eyesight To The Blind (The Hawker),6,0.176,0.743,0.455,0.000296,7,0.102,-9.633,0,0.0389,112.524,4,0.451
4nysanmxNmyKKT5COy1DUY,274766,False,Christmas,7,0.142,0.479,0.566,0.0,7,0.122,-9.516,1,0.0455,109.785,4,0.484
4ZELL3JTzmyddVLw0miyrb,246607,False,Cousin Kevin,8,0.208,0.559,0.635,0.0,1,0.178,-10.103,1,0.0606,112.934,4,0.214
54ERNvKKO19RXzxrFhMCXM,214319,False,The Acid Queen,9,0.237,0.564,0.573,0.0,2,0.236,-10.99,1,0.0438,119.357,4,0.311
19khREOep6eI1e006cTCq3,604323,False,Underture,10,0.329,0.452,0.473,0.827,5,0.0936,-14.875,0,0.0311,134.642,4,0.0691
5dBagbRWFtvnGYgyGkorcB,24305,False,Do You Think It's Alright?,11,0.0291,0.551,0.399,0.0,0,0.0846,-9.068,1,0.0444,132.833,4,0.234
2MfoNpTVU6AzQ2Bf8r9kI2,91272,False,Fiddle About,12,0.778,0.577,0.391,0.0,0,0.0837,-10.81,1,0.05,112.968,3,0.907
1zGk1kgAxCpg6PHjGuLe4J,180943,False,Pinball Wizard,13,0.0192,0.543,0.715,0.0,2,0.256,-8.89,1,0.0356,124.011,4,0.468
3D9NPvQzCJALnQzeiYl3Td,23755,False,There's A Doctor,14,0.675,0.812,0.319,0.0,5,0.08,-10.956,1,0.0358,90.098,4,0.975
11gtRgSWuPBmMt0gEMlaTE,227626,False,Go To The Mirror!,15,0.157,0.347,0.586,0.0,4,0.286,-8.057,1,0.0358,208.651,4,0.495
2bsol7BkofQhwXRBfzlOF9,95441,False,Tommy Can You Hear Me?,16,0.297,0.632,0.366,0.0,0,0.0974,-10.555,1,0.0322,125.714,4,0.882
3qHVOva3eSWxXK7tAfJYay,94860,False,Smash The Mirror,17,0.0153,0.66,0.659,0.0,0,0.0879,-8.743,1,0.0938,102.538,4,0.226
0vYdlaWEaGYKJrnFZCIJrY,146901,False,Sensation,18,0.27,0.656,0.57,0.0,2,0.172,-8.424,1,0.0415,128.302,4,0.495
4NjMJwWcH2BYnozyNODbJE,12521,False,Miracle Cure,19,0.202,0.0,0.459,0.0,8,0.266,-7.793,1,0.0,0.0,0,0.0
1nd4C6O1fTRlBylZ7ndDrc,250419,False,Sally Simpson,20,0.0553,0.693,0.611,0.0,0,0.209,-9.72,1,0.0294,97.963,4,0.649
04vegLFXFVr9nXEF4dO1nC,159204,False,I'm Free,21,0.199,0.623,0.729,0.000138,2,0.283,-9.003,1,0.033,112.046,4,0.446
21iKMZh8vh798qc4Jmj3g8,272608,False,Welcome,22,0.449,0.391,0.329,4.12e-06,4,0.0608,-13.756,0,0.0354,90.001,4,0.342
22TamGx9R0An7GGzDsbj9y,57154,False,Tommy's Holiday Camp,23,0.893,0.766,0.35,0.108,11,0.121,-16.038,1,0.0877,136.646,4,0.719
1IjsdJBInOcdxJVviyjgui,426136,False,We're Not Gonna Take It,24,0.0298,0.445,0.401,0.0,0,0.0684,-8.962,1,0.0341,131.61,4,0.18
5r1NW23NHw6gIcGY1kj9Qt,245666,False,Overture - Demo,1,0.438,0.454,0.595,0.919,0,0.378,-11.176,1,0.0361,114.879,4,0.282
0h87Gs233rcDbV3Qm1LR7j,41395,False,It's A Boy - Demo,2,0.88,0.596,0.299,0.000787,7,0.108,-14.173,1,0.0585,62.339,3,0.346
5LqqAvtsuUPj63g8R1gEsN,192445,False,1921 - Demo,3,0.95,0.348,0.295,0.00327,10,0.104,-12.508,1,0.0336,143.738,4,0.205
6JnuMdy921erCmn4UqLGWA,286976,False,Amazing Journey - Demo,4,0.726,0.413,0.669,0.000347,2,0.185,-10.307,1,0.203,138.31,4,0.441
0ptnFADAy3HG4rDAX3aUTA,188489,False,Dream One - Demo,5,0.852,0.242,0.592,0.153,2,0.257,-13.933,1,0.576,91.235,3,0.133
4Lu7jFzYuo9Ii6BHUxRQk3,459083,False,Sparks - Demo,6,0.686,0.309,0.415,0.781,5,0.0616,-11.617,1,0.035,151.151,4,0.0809
1mJtkrygflm07Lxs4rFZY1,286289,False,The Hawker (Eyesight To The Blind) - Demo,7,0.839,0.645,0.373,0.0151,3,0.126,-11.747,1,0.034,108.178,4,0.347
3dIgDViDpLkp8gsSBfWWYv,279458,False,Christmas - Demo,8,0.473,0.715,0.275,0.0,7,0.0908,-11.891,1,0.0303,107.247,4,0.457
2tt095aA7cEFzFtkqN31Qo,214465,False,The Acid Queen - Demo,9,0.229,0.538,0.439,1.74e-06,9,0.318,-11.471,1,0.0346,130.755,4,0.39
4D5MS3zran5T4ED36SQ0rx,108850,False,Underture (Dream Two) - Demo,10,0.412,0.352,0.346,0.771,5,0.224,-12.46,1,0.0309,147.917,4,0.165
3sp6XzBIgTdo3hBZ8BCsZ6,25681,False,Do You Think It's Alright? - Demo,11,0.766,0.604,0.184,0.0,9,0.135,-13.12,0,0.0375,127.118,4,0.469
2Ci8TGXGNfjhQsl3yIMWrZ,222127,False,Pinball Wizard - Demo,12,0.629,0.547,0.649,0.000348,9,0.28,-10.157,1,0.0334,117.745,4,0.397
4jeTTJ6kU97h9SNFu4ZkLg,24394,False,There's A Doctor - Demo,13,0.874,0.786,0.352,0.0,10,0.162,-11.274,1,0.0589,93.926,4,0.966
0XsklaWbTXjQK6YgIBGSNh,273117,False,Go To The Mirror! - Demo,14,0.0397,0.378,0.452,0.000681,4,0.188,-12.23,1,0.0272,100.503,4,0.353
5E8SHokY88bgReCyFcCtP5,9909,False,Success - Demo,15,0.632,0.0,0.418,0.0,4,0.191,-10.729,1,0.0,0.0,0,0.0
4mNWo4YWGWe2ZQJthcBak5,75248,False,"Tommy, Can You Hear Me? - Demo",16,0.112,0.518,0.366,0.00311,0,0.099,-14.993,1,0.105,127.418,4,0.682
5loiMy0PrKPJFt3navBe3Y,95698,False,Smash The Mirror - Demo,17,0.231,0.588,0.659,0.000357,0,0.0858,-10.937,1,0.0593,96.45,4,0.564
2y6uSxUCviAMLJDhdR3lD7,167127,False,Sensation - Demo,18,0.0171,0.48,0.482,0.000933,9,0.339,-12.943,1,0.0295,136.617,4,0.55
57C6P9BmbQdy4IlEPuyWFg,10900,False,Miracle Cure - Demo,19,0.87,0.0,0.172,0.0,0,0.262,-12.202,1,0.0,0.0,0,0.0
3UdERxDfqA067mjvsVb3bZ,290874,False,Sally Simpson - Demo,20,0.000195,0.496,0.563,0.0395,7,0.63,-11.849,1,0.0583,93.697,4,0.382
0D7aA3zNX5xPmYSbKeaIv8,148618,False,I'm Free - Demo,21,0.00212,0.511,0.535,0.00136,2,0.12,-11.884,1,0.0325,116.041,4,0.371
0o3wbnMMPLCyhAZ5Om7QvU,205834,False,Welcome - Demo,22,0.117,0.339,0.386,0.000337,2,0.0859,-15.971,1,0.0412,76.263,3,0.327
6LHzIr2Zhj60O9ePl7o3cH,304487,False,We're Not Gonna Take It - Demo,23,0.128,0.467,0.455,1.33e-05,0,0.136,-11.856,1,0.032,137.812,4,0.341
4VzhinCd7i7G8LVu4g08Fv,130798,False,Trying To Get Through - Studio Demo/ Out Take,24,0.0546,0.554,0.868,0.00286,9,0.146,-7.393,1,0.0448,121.176,4,0.679
7ImSbB7wd1MfkCX2wXh6Es,167877,False,Young Man Blues - Studio Recording,25,0.0187,0.285,0.693,0.00181,11,0.22,-7.185,0,0.0438,162.178,4,0.449
2CcWewVVmj8NQwdG53lM4N,420737,False,Overture (Including Introduction) - Live In Canada / 1969,1,0.177,0.384,0.745,0.000381,7,0.743,-9.42,1,0.12,124.613,4,0.173
18GiV1BaXzPVYpp9rmOg0E,165426,False,Blowin' In the Wind,1,0.914,0.38,0.0993,2.32e-05,2,0.0605,-20.567,1,0.0509,174.874,4,0.44
739sLmfUkVFoyPtb0C3263,199573,False,Girl from the North Country,2,0.883,0.538,0.115,8.42e-05,10,0.113,-19.536,1,0.0335,102.296,4,0.312
7xVpkVkd1klTzLJEysIR7z,271360,False,Masters of War,3,0.613,0.556,0.273,3.27e-06,5,0.188,-15.973,1,0.0372,166.064,3,0.692
7fzLfsWsXVvStzsk9yRfbG,204506,False,Down the Highway,4,0.66,0.473,0.138,6.4e-06,7,0.105,-21.116,1,0.0706,137.679,3,0.416
1xa66kvw6zwboiW7c8W9t8,140266,False,Bob Dylan's Blues,5,0.784,0.533,0.179,0.000195,9,0.133,-18.796,1,0.0958,124.594,4,0.851
7ny2ATvjtKszCpLpfsGnVQ,412200,False,A Hard Rain's A-Gonna Fall,6,0.919,0.567,0.198,0.000871,4,0.135,-18.681,1,0.0327,92.467,4,0.321
2WOjLF83vqjit2Zh4B69V3,217400,False,"Don't Think Twice, It's All Right",7,0.89,0.6,0.243,0.0022,4,0.249,-17.085,1,0.0366,110.535,4,0.468
4MNxOR2Fu4NqJ892UdYx0h,300106,False,Bob Dylan's Dream,8,0.747,0.48,0.247,2.86e-06,7,0.0745,-15.929,1,0.0311,109.646,4,0.422
7Ay1lHxhuM33NoXKsS0iom,107226,False,Oxford Town,9,0.876,0.658,0.218,0.00188,8,0.16,-17.302,1,0.0377,106.73,4,0.632
0ePDsEDDIPZNpbwRUEXKoX,385266,False,Talkin' World War III Blues,10,0.781,0.566,0.219,0.000154,10,0.342,-16.813,1,0.0578,115.861,4,0.718
1L4RtuEiAiwdX5taX4meLI,161466,False,"Corrina, Corrina",11,0.847,0.667,0.209,0.00696,5,0.0773,-16.915,1,0.0358,95.311,4,0.685
71XTdtW3bvmIrotG8yYVMS,118160,False,"Honey, Just Allow Me One More Chance",12,0.839,0.545,0.525,5.26e-06,2,0.256,-12.606,1,0.0859,119.29,4,0.947
0D7qLnnev1iKpH5RNT7YsD,288000,False,I Shall Be Free,13,0.86,0.64,0.314,5.72e-06,2,0.0779,-12.88,1,0.038,100.552,4,0.798
0k82VIkfiWXRTO92vf4K0h,121093,False,No Action,1,0.0248,0.336,0.914,1.08e-05,4,0.217,-4.35,1,0.0698,157.695,3,0.577
5snebosbAFqfMINQmrjLjf,200853,False,This Year's Girl,2,0.0573,0.608,0.656,0.0,9,0.0727,-5.951,1,0.056,133.394,4,0.925
5XwUkaGG0QoPTuc1vsiRjs,228973,False,The Beat,3,0.128,0.721,0.774,0.0,11,0.0992,-5.258,0,0.0624,133.512,4,0.896
4bFm79yfwt8CLDFpuBELtP,196680,False,Pump It Up,4,0.00933,0.644,0.814,0.000617,11,0.107,-6.036,1,0.0385,138.999,4,0.965
5ffjDgMMFMULL7vP0x3Hmd,163640,False,Little Triggers,5,0.212,0.473,0.521,4.08e-05,5,0.0749,-8.046,1,0.0489,156.261,3,0.233
4XdhUOJAZfkKu8PKANIwVD,143120,False,You Belong To Me,6,0.0399,0.403,0.876,3.05e-05,7,0.0533,-6.007,1,0.0487,172.072,4,0.715
32NtXK4ImUZpOzb7Eiz0gE,156653,False,Hand In Hand,7,0.229,0.499,0.678,0.0,2,0.0618,-6.993,1,0.0476,140.649,4,0.512
57AcKHujEpdhXayUDuGj6n,190306,False,(I Don't Want To Go To) Chelsea,8,0.0716,0.509,0.831,0.000515,11,0.0547,-5.531,0,0.0398,167.182,4,0.938
7Du1KzjxQKjk0qBYNsMtC0,159213,False,Lip Service,9,0.00391,0.544,0.916,0.00105,4,0.246,-4.818,1,0.0315,150.547,4,0.903
1giT2jLrje6LmcxkhdVt4C,227080,False,Living In Paradise,10,0.312,0.645,0.718,7.94e-06,2,0.292,-6.024,1,0.0604,130.632,4,0.962
2cEmwsy6c9qDdO8LaH7fSL,213413,False,Lipstick Vogue,11,0.00505,0.321,0.881,0.00702,11,0.152,-6.966,0,0.0653,149.658,4,0.509
5DrN0Lmaphcsj4ppfgNKUW,162506,False,Night Rally,12,0.407,0.43,0.628,0.0,4,0.595,-5.51,1,0.0295,101.008,4,0.556
5id89YEeE3dRcUlHuovFEz,186213,False,"Radio, Radio",13,0.138,0.595,0.869,2.78e-06,4,0.278,-4.812,1,0.0767,146.75,4,0.876
4Phj7Zce9seBEAaqiyK12r,242493,False,Luv N' Haight - Single Version,1,0.434,0.748,0.819,0.00679,8,0.434,-9.346,0,0.0898,96.957,4,0.857
6Omb07SkH7gZzYkNKf1iRh,311000,False,Just Like a Baby,2,0.00891,0.84,0.398,0.361,10,0.0921,-13.419,1,0.0333,97.979,1,0.466
3ljDB8cJvp1NFrC7fv68Zd,181000,False,Poet,3,0.0937,0.82,0.46,0.00386,5,0.0584,-12.131,0,0.158,164.148,4,0.891
2GVEs1sn5Q1jB1976vQoAX,185533,False,Family Affair - Single Version,4,0.669,0.819,0.605,0.0163,2,0.199,-13.83,0,0.132,108.892,4,0.797
0CDAXc3bkzzv9wIXT3XPyd,525266,False,"Africa Talks to You (""The Asphalt Jungle"")",5,0.315,0.804,0.53,0.00489,2,0.081,-12.854,1,0.0694,91.173,4,0.381
2GJR74Y8UXDlNicYCnCpge,4000,False,There's a Riot Goin' On,6,0.0,0.0,0.0,0.0,0,0.0,-60.0,0,0.0,0.0,0,0.0
5KF0EK4CXSyX9XBNQXw6kJ,209226,False,Brave & Strong - Single Version,7,0.309,0.867,0.618,0.0208,1,0.0793,-11.083,1,0.109,100.557,4,0.835
5XTiyBLVLjqhAGRcJBUC5F,174493,False,(You Caught Me) Smilin' - Single Version,8,0.363,0.783,0.55,0.00275,7,0.0403,-11.318,1,0.0465,97.735,4,0.593
248duoFk1LhS9s1R8Foahi,184293,False,Time,9,0.769,0.623,0.211,0.00133,2,0.0905,-17.129,1,0.0388,141.553,3,0.423
32i6Tg4IYr7Ce9sIiWRT2K,238400,False,Spaced Cowboy,10,0.194,0.666,0.671,0.335,7,0.185,-12.73,1,0.0669,174.845,4,0.695
